152811,crsCode937509,semester186246,grade985584
710426,crsCode492810,semester498025,grade464486
674060,crsCode911416,semester263424,grade934185
792753,crsCode420610,semester486880,grade422868
59243,crsCode716419,semester99136,grade685373
260241,crsCode575741,semester856638,grade352162
68887,crsCode873380,semester731200,grade437105
631699,crsCode255202,semester556331,grade528436
341313,crsCode799813,semester845851,grade125335
548213,crsCode40417,semester265787,grade992599
930136,crsCode257763,semester707149,grade348105
351870,crsCode299197,semester210707,grade755460
742483,crsCode559030,semester309617,grade196717
944033,crsCode995240,semester335789,grade914845
695355,crsCode251877,semester562430,grade161393
660108,crsCode597986,semester312772,grade678061
237521,crsCode744948,semester941414,grade578253
627950,crsCode711204,semester934931,grade592106
235011,crsCode225706,semester919856,grade855942
562216,crsCode662237,semester952869,grade230388
489978,crsCode282332,semester440336,grade275238
635169,crsCode548697,semester745054,grade189077
622415,crsCode612325,semester369292,grade233735
811805,crsCode364817,semester830399,grade303552
787292,crsCode225706,semester875369,grade487431
834812,crsCode121343,semester170011,grade44691
949014,crsCode997124,semester50854,grade784915
370217,crsCode246636,semester868191,grade949463
307799,crsCode858520,semester133357,grade479902
570838,crsCode929188,semester471222,grade715004
783440,crsCode447785,semester522506,grade571496
28701,crsCode512739,semester156889,grade284768
39405,crsCode109137,semester399024,grade387385
325805,crsCode541664,semester574318,grade468038
295802,crsCode446734,semester294777,grade433700
687596,crsCode154630,semester716128,grade72801
527980,crsCode35070,semester651216,grade720903
830895,crsCode720102,semester940885,grade378888
237324,crsCode177138,semester269104,grade661191
239610,crsCode974438,semester197144,grade982081
407535,crsCode183644,semester730748,grade510678
839004,crsCode142857,semester602940,grade44280
328371,crsCode346715,semester531719,grade135471
828486,crsCode405463,semester962982,grade528518
979793,crsCode32479,semester189307,grade236181
952223,crsCode290277,semester714150,grade904812
25880,crsCode5776,semester572006,grade187289
823462,crsCode949679,semester970456,grade507095
537469,crsCode492810,semester498025,grade578899
310268,crsCode986986,semester930772,grade935899
980588,crsCode676152,semester348453,grade433510
399192,crsCode591440,semester718094,grade890938
949570,crsCode788024,semester685514,grade792382
978738,crsCode351991,semester647495,grade823004
990729,crsCode331925,semester288214,grade899218
189288,crsCode483308,semester432660,grade934678
840779,crsCode643392,semester699963,grade238052
879360,crsCode237636,semester843529,grade869285
618743,crsCode292446,semester903964,grade78525
414682,crsCode30252,semester829869,grade783601
729102,crsCode974727,semester823417,grade15604
512442,crsCode791864,semester677826,grade845901
968712,crsCode369265,semester452698,grade916262
922043,crsCode873748,semester289079,grade394355
815021,crsCode465446,semester996007,grade782076
243496,crsCode165996,semester76288,grade225865
672929,crsCode154916,semester712505,grade687594
7352,crsCode966425,semester940350,grade319968
511873,crsCode424164,semester508087,grade913899
728733,crsCode920906,semester238254,grade367985
771188,crsCode739472,semester969814,grade401480
691486,crsCode834387,semester256519,grade782880
600540,crsCode744948,semester941414,grade298768
602933,crsCode515772,semester617674,grade899003
988723,crsCode415225,semester561386,grade610335
426142,crsCode117393,semester214427,grade167034
208297,crsCode945333,semester970258,grade980505
328504,crsCode840474,semester375336,grade922430
53768,crsCode301623,semester953695,grade411885
95085,crsCode472768,semester869153,grade225363
598532,crsCode793802,semester256900,grade907604
328961,crsCode196611,semester536026,grade174831
12204,crsCode733831,semester136076,grade103888
492364,crsCode84554,semester734326,grade195699
358724,crsCode561955,semester277800,grade652335
419947,crsCode330576,semester722266,grade81639
610893,crsCode704524,semester727536,grade895624
940580,crsCode238112,semester413310,grade608511
409449,crsCode703619,semester244866,grade969019
263131,crsCode831396,semester542460,grade862490
557238,crsCode206048,semester714050,grade649715
651165,crsCode296356,semester917610,grade557823
890682,crsCode413393,semester579975,grade120292
542645,crsCode512836,semester106790,grade576223
241437,crsCode135060,semester518867,grade734606
718087,crsCode578213,semester405125,grade960536
710343,crsCode943048,semester800042,grade967354
642897,crsCode653395,semester591651,grade415598
237521,crsCode503605,semester979777,grade513785
637510,crsCode674600,semester629028,grade29906
634698,crsCode707406,semester179886,grade141994
496627,crsCode129268,semester295168,grade47197
912232,crsCode53501,semester324606,grade868723
79377,crsCode408217,semester708267,grade419538
389973,crsCode509020,semester961599,grade169028
